"","AUC","Sensitivity","specificity","PPV","NPV","F1_Score_pos","F1_Score_neg","Accuracy","KAPPA","Model"
"1",0.919483686548087,0.829268292682927,0.825704225352113,0.631970260223048,0.930555555555555,0.717299578059072,0.875,0.826649417852523,0.595559755107141,"RF25"
"2",0.872875083409559,0.801801801801802,0.79491833030853,0.611683848797251,0.908713692946058,0.693957115009747,0.848015488867377,0.796895213454075,0.546050982812471,"RF25"
"3",0.914746419457507,0.793650793650794,0.831094049904031,0.694444444444444,0.892783505154639,0.740740740740741,0.860834990059642,0.81888745148771,0.602523983721921,"RF25"
"4",0.858967962405145,0.740384615384615,0.794690265486726,0.57037037037037,0.892644135188867,0.644351464435146,0.840823970037453,0.780077619663648,0.489022996103805,"RF25"
"5",0.888627756589756,0.807881773399015,0.807017543859649,0.598540145985401,0.92184368737475,0.687631027253669,0.860617399438728,0.807244501940492,0.552670723986997,"RF25"
"6",0.900474406507175,0.820083682008368,0.801498127340824,0.649006622516556,0.908704883227176,0.724584103512015,0.851741293532338,0.807244501940492,0.57939577193732,"RF25"
"7",0.889512750221929,0.786666666666667,0.837591240875912,0.665413533834586,0.905325443786982,0.720977596741344,0.870142180094787,0.822768434670116,0.592442359424729,"RF25"
"8",0.866206164971333,0.770642201834862,0.810810810810811,0.615384615384615,0.9,0.684317718940937,0.853080568720379,0.799482535575679,0.540084064257336,"RF25"
"9",0.891383456027662,0.850678733031674,0.778985507246377,0.606451612903226,0.928725701943845,0.708097928436911,0.847290640394089,0.799482535575679,0.561828242083359,"RF25"
"10",0.887259564859537,0.804979253112033,0.815789473684211,0.664383561643836,0.902286902286902,0.727954971857411,0.856860809476801,0.8124191461837,0.586806259561683,"RF25"
"11",0.891672760107987,0.789237668161435,0.816363636363636,0.635379061371841,0.905241935483871,0.704,0.858508604206501,0.808538163001294,0.564934324112596,"RF25"
"12",0.893510321973114,0.761904761904762,0.822380106571936,0.615384615384615,0.902534113060429,0.680851063829787,0.860594795539034,0.805950840879689,0.543701546574318,"RF25"
"13",0.899878414549962,0.814159292035398,0.815356489945155,0.645614035087719,0.913934426229508,0.720156555772994,0.861835748792271,0.815006468305304,0.584725545958983,"RF25"
"14",0.86399959940353,0.782407407407407,0.761220825852783,0.559602649006622,0.900212314225053,0.652509652509652,0.824902723735408,0.767141009055627,0.484571216892017,"RF25"
"15",0.905197248445785,0.791469194312796,0.845195729537367,0.65748031496063,0.915221579961464,0.718279569892473,0.878815911193339,0.830530401034929,0.598572091160998,"RF25"
"16",0.867456150479364,0.737777777777778,0.837591240875912,0.650980392156863,0.886100386100386,0.691666666666667,0.861163227016886,0.808538163001294,0.553615045456319,"RF25"
"17",0.905605497491041,0.804761904761905,0.831261101243339,0.640151515151515,0.919449901768173,0.713080168776371,0.873134328358209,0.824062095730918,0.588575543397437,"RF25"
"18",0.915560798324085,0.823232323232323,0.820869565217391,0.612781954887218,0.930966469428008,0.702586206896552,0.872458410351201,0.821474773609314,0.578922853443648,"RF25"
"19",0.884494390988947,0.766949152542373,0.826815642458101,0.660583941605839,0.889779559118236,0.709803921568627,0.857142857142857,0.808538163001294,0.568127080958241,"RF25"
"20",0.894844942514411,0.774058577405858,0.835205992509363,0.677655677655678,0.892,0.72265625,0.862669245647969,0.816300129366106,0.586228994051613,"RF25"
